,brand,model_year,accident,price_usd,mileage_num,has_clean_title,is_sport,is_premium,is_4WD_AWD,engine_hp,engine_displacement,fuel_type_E85 Flex Fuel,fuel_type_Electric,fuel_type_Gasoline,fuel_type_Hybrid,fuel_type_Plug-In Hybrid,transmission_type_CVT,transmission_type_Manual,transmission_type_a/t,int_col_Black,int_col_Blue,int_col_Brown,int_col_Gray,int_col_Orange,int_col_Red,int_col_White,int_col_nan,ext_col_Black,ext_col_Blue,ext_col_Brown,ext_col_Gray,ext_col_Orange,ext_col_Red,ext_col_White,ext_col_nan
807,0.3184098860990714,0.1,0.0,0.4487483989242713,0.22219560385280318,0.0,1.0,0.0,0.0,0.4688995215311005,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,0.5395742319036057,0.28,0.0,0.32826389323753924,0.16720177821684368,1.0,0.0,0.0,0.0,0.3789473684210526,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2803,0.28261552276877033,0.26,1.0,0.3091545794388617,0.2911830081501605,1.0,0.0,0.0,0.0,0.5550239234449761,0.7215189873417722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2109,0.1214187121273671,0.46,0.0,0.3022669357853347,0.1559644356631267,1.0,0.0,0.0,0.0,0.0861244019138756,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2835,0.11345943015181437,0.16,0.0,0.4120388065594476,0.1985675475426031,1.0,0.0,0.0,0.0,0.4019138755980861,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3937,0.5219354488039203,0.18,1.0,0.40453845554164247,0.1980735984193628,1.0,0.0,0.0,0.0,0.5454545454545454,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,0.18090958699453452,0.019999999999999997,0.0,0.530819310550543,0.0032106693010619906,1.0,0.0,1.0,0.0,0.3827751196172249,0.5063291139240507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
964,0.25757459581161246,0.019999999999999997,0.0,0.5054125949242922,0.013336626327488268,1.0,0.0,0.0,0.0,0.42296650717703344,0.4810126582278481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
398,0.46892794214417766,0.18,0.0,0.4568430894005382,0.14188688565077798,1.0,0.0,0.0,0.0,0.3253588516746412,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3755,0.2893184452740609,0.16,0.0,0.35079566219027614,0.11953568782415412,1.0,0.0,0.0,0.0,0.2105263157894737,0.3037974683544304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
705,0.18312242473422824,0.44,1.0,0.19882504496632736,0.44183749073845396,1.0,0.0,0.0,0.0,0.33492822966507174,0.7468354430379748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,0.5100271724848939,0.04,0.0,0.604587753935184,0.10235860706347247,0.0,0.0,0.0,0.0,0.5454545454545454,0.379746835443038,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
292,0.2135940334089721,0.1,0.0,0.436225890070324,0.12278093356384293,0.0,0.0,0.0,0.0,0.44784688995215305,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3784,0.36097260924911456,0.1,1.0,0.4327255837221895,0.08759199802420352,1.0,0.0,0.0,0.0,0.3732057416267942,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
145,0.4233338602985377,0.22,0.0,0.467760938462902,0.21215114843171154,1.0,0.0,0.0,0.0,0.937799043062201,0.5569620253164558,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2729,0.33532846920495807,0.24000000000000002,0.0,0.19882504496632736,0.2665966905408743,1.0,0.0,0.0,0.0,0.17224880382775118,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2034,0.28261552276877033,0.04,0.0,0.4470162204472703,0.0503136576932576,0.0,0.0,1.0,0.0,0.4114832535885168,0.3037974683544304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2805,0.8419784989163821,0.46,0.0,0.467734571974302,0.11801679427019017,0.0,0.0,0.0,0.0,0.4401913875598086,0.43037974683544306,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1166,0.18910696701352947,0.19999999999999998,1.0,0.3883724242147628,0.31428994813534206,1.0,0.0,1.0,0.0,0.4937799043062201,0.4683544303797469,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2051,0.348144328479453,0.19999999999999998,0.0,0.26276219929829026,0.2714250432205483,1.0,0.0,0.0,0.0,0.3483253588516747,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3059,0.07902424940734232,0.34,0.0,0.20393792261792942,0.25067918004445544,1.0,0.0,0.0,0.0,0.354066985645933,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
339,0.3491101847518685,0.019999999999999997,1.0,0.6089874404280469,0.009632007903185972,1.0,0.0,0.0,0.0,0.8038277511961722,0.7848101265822786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,0.15254060389136814,0.44,1.0,0.1706414559932663,0.3702148678686095,1.0,1.0,0.0,0.0,0.20095693779904308,0.4936708860759494,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,0.21964481165378746,0.1,0.0,0.5326060181602594,0.15992837737713017,1.0,0.0,0.0,0.0,0.7272727272727273,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3112,0.40238231276384884,0.060000000000000005,0.0,0.6114805534156798,0.025828599654235614,1.0,0.0,0.0,0.0,0.8325358851674641,0.3670886075949367,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1772,0.40502265819802474,0.019999999999999997,0.0,0.5870746120002361,0.006008891084218326,1.0,0.0,1.0,0.0,0.44210526315789467,0.5822784810126582,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,0.11345943015181437,0.42000000000000004,0.0,0.11264684951028925,0.5529760434675228,1.0,0.0,0.0,0.0,0.17224880382775118,0.3037974683544304,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3972,0.4135095239091955,0.1,0.0,0.5049902332691403,0.10101259570264264,1.0,0.0,0.0,0.0,0.4956937799043062,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
244,0.348144328479453,0.019999999999999997,0.0,0.6191745125631973,0.04914793776241048,1.0,0.0,0.0,0.0,0.4593301435406698,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3761,0.03361815563997084,0.19999999999999998,1.0,0.2537288351985627,0.37848851568288466,1.0,0.0,0.0,0.0,0.21435406698564594,0.31645569620253167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,0.1817869185448142,0.019999999999999997,0.0,0.5591404321860507,0.008187206717708076,0.0,0.0,0.0,0.0,0.4,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2033,0.33532846920495807,0.13999999999999999,1.0,0.5528964279644708,0.05408742899481354,1.0,0.0,1.0,0.0,0.6028708133971292,0.7848101265822786,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.1402935659732769,0.26,0.0,0.27973717543441046,0.15658187206717708,1.0,0.0,0.0,0.0,0.2124401913875598,0.20253164556962028,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3693,0.8467614855853549,0.07999999999999999,0.0,0.6975401087828239,0.027552482094344282,1.0,0.0,0.0,0.0,0.5913875598086125,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
814,0.8419784989163821,0.060000000000000005,0.0,0.5709867394809733,0.05313163744134355,0.0,0.0,0.0,0.0,0.5550239234449761,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1915,0.36679645846244036,0.32,0.0,0.46240390886739613,0.19733267473450236,1.0,0.0,0.0,0.0,0.6889952153110048,0.7848101265822786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3375,0.08326786685269916,0.24000000000000002,0.0,0.3091545794388617,0.1843665102494443,1.0,0.0,0.0,0.0,0.2258373205741627,0.20253164556962028,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3943,0.5219354488039203,0.019999999999999997,0.0,0.5873344042283488,0.009632007903185972,1.0,0.0,0.0,0.0,0.26985645933014357,0.25316455696202533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3466,0.6523531539751781,0.04,0.0,0.50556438668852,0.05521610274141764,0.0,0.0,0.0,0.0,0.7368421052631579,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
250,0.5612903866878547,0.16,0.0,0.5873344042283488,0.12262286984440603,1.0,0.0,0.0,0.0,0.4019138755980861,0.4556962025316456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,0.07902424940734232,0.019999999999999997,0.0,0.5898849939021298,0.0010743393430476663,1.0,0.0,0.0,0.0,0.631578947368421,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
310,0.36797233365735416,0.18,0.0,0.4390935563634668,0.13311928871326253,1.0,0.0,0.0,0.0,0.3157894736842105,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1132,0.07902424940734232,0.12,0.0,0.49225789224536887,0.10553963941714004,1.0,0.0,1.0,0.0,0.6124401913875598,0.7088607594936709,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,0.16828442077343464,0.16,0.0,0.3884568099020336,0.33316868362558655,1.0,0.0,0.0,0.0,0.5550239234449761,0.7215189873417722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3881,0.36679645846244036,0.13999999999999999,0.0,0.49225789224536887,0.12533959002222772,1.0,0.0,0.0,0.0,0.7368421052631579,0.7848101265822786,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.5916344103549331,0.22,0.0,0.4568149603697247,0.19683872561126206,1.0,0.0,0.0,0.0,0.5837320574162679,0.6329113924050633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3510,0.6459991812482393,0.060000000000000005,0.0,0.5998269684633297,0.04939491232403063,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2937,0.19743656292286094,0.07999999999999999,0.0,0.4045307858242826,0.08759940726105211,0.0,0.0,0.0,0.0,0.39234449760765544,0.16455696202531647,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3213,0.3103723043425406,0.1,0.0,0.48142891366593,0.07631513954062732,1.0,0.0,1.0,0.0,0.4688995215311005,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
363,0.38903648655718026,0.16,1.0,0.3884568099020336,0.16769572734008398,1.0,0.0,1.0,0.0,0.3483253588516747,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
182,0.21633868821094637,0.26,1.0,0.2950861391946451,0.21783156334897508,1.0,0.0,0.0,0.0,0.3157894736842105,0.40506329113924056,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,0.5395742319036057,0.24000000000000002,1.0,0.3022528749031341,0.4294887626574463,1.0,0.0,0.0,0.0,0.507177033492823,0.5822784810126582,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2478,0.9322580463169379,0.38,0.0,0.7930642737670179,0.05582366016300321,1.0,0.0,0.0,0.0,0.9588516746411484,0.7848101265822786,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,0.5794244594310589,0.4,0.0,0.4254315567704847,0.08718202025191406,1.0,0.0,0.0,0.0,0.44401913875598087,0.6329113924050633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3883,0.23002379484919988,0.38,1.0,0.24408516340412456,0.4922203013089652,1.0,0.0,0.0,0.0,0.4057416267942584,0.5949367088607596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1183,0.35656000760268025,0.019999999999999997,0.0,0.5480520458494209,0.005433440355643369,1.0,0.0,0.0,0.0,0.7368421052631579,0.7848101265822786,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2923,0.36679645846244036,0.04,0.0,0.5344095316617257,0.018172388244010868,1.0,0.0,0.0,0.0,0.7368421052631579,0.7848101265822786,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
614,0.26633753952862804,0.07999999999999999,0.0,0.4233177062376028,0.09654729562855026,0.0,0.0,1.0,0.0,0.4114832535885168,0.3037974683544304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1467,0.8419784989163821,0.13999999999999999,0.0,0.668255433922978,0.05053346505309953,1.0,0.0,0.0,0.0,0.6698564593301435,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
401,0.605512745496231,0.07999999999999999,0.0,0.6045924410912049,0.08989874042973574,1.0,0.0,0.0,0.0,0.9186602870813396,0.6329113924050633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
935,0.04370066059662481,0.04,0.0,0.4267746884289818,0.05334897505556928,0.0,0.0,1.0,0.0,0.21818181818181817,0.31645569620253167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2420,0.3184098860990714,0.30000000000000004,1.0,0.22296807948962027,0.39985181526302793,1.0,0.0,1.0,0.0,0.3674641148325358,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2638,0.03361815563997084,0.060000000000000005,0.0,0.7068680084506176,0.05454433193381082,1.0,0.0,1.0,0.0,0.4095693779904306,0.4810126582278481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2630,0.15940257433763882,0.18,0.0,0.5873084429973372,0.0041985675475426035,1.0,0.0,0.0,0.0,1.0,0.7848101265822786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
727,0.5612903866878547,0.04,0.0,0.5361763968425168,0.0029636947394418374,1.0,0.0,0.0,0.0,0.6507177033492823,0.8101265822784811,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
827,0.33532846920495807,0.1,1.0,0.5591465680993879,0.20968140281551,1.0,0.0,0.0,0.0,0.7272727272727273,0.8481012658227849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1522,0.33532846920495807,0.019999999999999997,0.0,0.6403593483747749,0.00026673252654976537,1.0,0.0,0.0,0.0,0.9435406698564592,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
136,0.4233338602985377,0.1,0.0,0.5560441854427138,0.08680661891825142,0.0,0.0,0.0,1.0,0.507177033492823,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
628,0.45468524869319005,0.07999999999999999,0.0,0.634569633841088,0.08310447023956533,0.0,0.0,0.0,1.0,0.507177033492823,0.5569620253164558,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
334,0.31065194990252554,0.07999999999999999,0.0,0.494094800323321,0.17062237589528279,0.0,0.0,0.0,0.0,0.2277511961722488,0.4810126582278481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,0.12050813952433703,0.060000000000000005,0.0,0.45573124289928835,0.033373672511731296,0.0,0.0,0.0,0.0,0.24880382775119617,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3574,0.17691899655902077,0.04,0.0,0.46240390886739613,0.07261052111632502,1.0,0.0,0.0,0.0,0.44593301435406696,0.4556962025316456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3601,0.2190421811292289,0.48000000000000004,0.0,0.3454493484484662,0.6542356137317856,1.0,0.0,0.0,0.0,0.30622009569377995,0.5949367088607596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,0.23002379484919988,0.36000000000000004,1.0,0.19882504496632736,0.3946406520128427,1.0,0.0,0.0,0.0,0.2966507177033493,0.4177215189873418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,0.38796180642667366,0.060000000000000005,1.0,0.45687121374294537,0.04420844653000741,1.0,0.0,0.0,0.0,0.507177033492823,0.4556962025316456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3535,0.5826732245782997,0.13999999999999999,1.0,0.4192199087951882,0.0990367992096814,1.0,0.0,0.0,0.0,0.6220095693779905,0.7215189873417722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3457,0.15061695975136136,0.4,1.0,0.11649556818475326,0.3858977525314893,1.0,0.0,0.0,0.0,0.17224880382775118,0.3037974683544304,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1562,0.5794244594310589,0.13999999999999999,0.0,0.5609773408381378,0.06989133119288714,1.0,0.0,0.0,0.0,0.7636363636363637,0.5063291139240507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3677,0.8419784989163821,0.38,0.0,0.3659262461534234,0.18498394665349469,0.0,0.0,0.0,0.0,0.3253588516746412,0.3417721518987342,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3353,0.36679645846244036,0.34,1.0,0.4390935563634668,0.30476660903926894,1.0,0.0,0.0,0.0,0.631578947368421,0.759493670886076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1113,0.1419789092579702,0.24000000000000002,1.0,0.3901273683461459,0.09006668313163745,1.0,0.0,0.0,0.0,0.1856459330143541,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
