,brand,model_year,accident,price_usd,mileage_num,has_clean_title,is_sport,is_premium,is_4WD_AWD,engine_hp,engine_displacement,fuel_type_E85 Flex Fuel,fuel_type_Electric,fuel_type_Gasoline,fuel_type_Hybrid,fuel_type_Plug-In Hybrid,transmission_type_CVT,transmission_type_Manual,transmission_type_a/t,int_col_Black,int_col_Blue,int_col_Brown,int_col_Gray,int_col_Orange,int_col_Red,int_col_White,int_col_nan,ext_col_Black,ext_col_Blue,ext_col_Brown,ext_col_Gray,ext_col_Orange,ext_col_Red,ext_col_White,ext_col_nan
2458,0.6176631472457705,0.13999999999999999,1.0,0.5326239695434853,0.12408001975796494,1.0,0.0,0.0,0.0,0.5933014354066986,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
845,0.05480274431369292,0.04,0.0,0.45060312861033247,0.052141269449246734,0.0,0.0,0.0,0.0,0.4095693779904306,0.189873417721519,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2834,0.3764909469859541,0.13999999999999999,0.0,0.47799028249452724,0.23684860459372686,1.0,0.0,0.0,0.0,0.5454545454545454,0.6708860759493671,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1445,0.3658339932776631,0.28,1.0,0.26285102259704596,0.4801185477895777,1.0,0.0,0.0,0.0,0.47846889952153104,0.6708860759493671,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
86,0.43160368202796384,0.24000000000000002,0.0,0.3753024492321284,0.21030377871079278,1.0,0.0,0.0,0.0,0.4899521531100478,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,0.18090958699453452,0.4,0.0,0.1706414559932663,0.22357372190664362,1.0,0.0,0.0,0.0,0.26794258373205737,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3555,0.036841102281359284,0.13999999999999999,0.0,0.34652359560967927,0.13647567300568042,0.0,0.0,0.0,0.0,0.29856459330143537,0.20253164556962028,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1689,0.3103723043425406,0.04,0.0,0.6178820102566225,0.04285255618671277,0.0,0.0,0.0,0.0,0.4688995215311005,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3935,0.35656000760268025,0.12,1.0,0.5174192005732805,0.049641886885650785,1.0,0.0,0.0,0.0,0.5454545454545454,0.6708860759493671,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2378,0.42688878112885575,0.060000000000000005,0.0,0.5054125949242922,0.08125463077303038,1.0,0.0,1.0,0.0,0.3406698564593301,0.25316455696202533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,0.605512745496231,0.04,0.0,0.525279055500331,0.05795999012101754,0.0,1.0,0.0,0.0,0.5933014354066986,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2863,0.14807745735387812,0.46,0.0,0.37067946497213855,0.30847122746357125,1.0,0.0,0.0,0.0,0.24880382775119617,0.2784810126582279,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,0.3402076772522653,0.13999999999999999,1.0,0.45687121374294537,0.11830081501605336,1.0,1.0,0.0,0.0,0.5167464114832536,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
945,0.21556720707197563,0.04,0.0,0.5318575433280666,0.035999012101753526,0.0,0.0,0.0,0.0,0.2277511961722488,0.4810126582278481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
199,0.5292803110424025,0.19999999999999998,1.0,0.5591435001706095,0.1602864904914794,1.0,0.0,0.0,0.0,0.2258373205741627,0.379746835443038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3001,0.1214187121273671,0.32,0.0,0.26895526055612384,0.23634971597925414,1.0,0.0,0.0,0.0,0.24880382775119617,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1624,0.42609190585593115,0.019999999999999997,0.0,0.5211107017322367,0.02265991602864905,0.0,0.0,0.0,0.0,0.4019138755980861,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
802,0.3823548690805296,0.16,1.0,0.40453845554164247,0.3521017535193875,1.0,0.0,0.0,0.0,0.7272727272727273,0.5063291139240507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,0.3103723043425406,0.1,0.0,0.47176783428627433,0.20172388244010866,1.0,0.0,0.0,0.0,0.4688995215311005,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,0.03361815563997084,0.18,0.0,0.6513677588088231,0.04136823907137565,1.0,0.0,0.0,0.0,0.9090909090909092,0.4810126582278481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1776,0.03361815563997084,0.30000000000000004,1.0,0.6045900975294696,0.14978266238577428,1.0,0.0,1.0,0.0,0.784688995215311,0.4810126582278481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
231,0.14276507668590988,0.16,0.0,0.34652359560967927,0.23801679427019018,0.0,0.0,0.0,0.0,0.27177033492822966,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,0.5219354488039203,0.18,0.0,0.4511509406537797,0.2714250432205483,1.0,0.0,0.0,0.0,0.2258373205741627,0.379746835443038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2012,0.036841102281359284,0.42000000000000004,0.0,0.06267057661570563,0.20474191158310695,1.0,0.0,0.0,0.0,0.06507177033492823,0.20253164556962028,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2944,0.5395742319036057,0.32,0.0,0.35903844181989997,0.3702148678686095,1.0,0.0,0.0,0.0,0.5971291866028708,0.6962025316455697,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,0.6435068829522157,0.060000000000000005,0.0,0.49225789224536887,0.08043961471968387,1.0,0.0,0.0,0.0,0.7368421052631579,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2255,0.5292803110424025,0.38,0.0,0.21132799358521992,0.43374166460854535,1.0,0.0,0.0,0.0,0.44401913875598087,0.6329113924050633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2847,0.5395742319036057,0.13999999999999999,0.0,0.5054083765366031,0.2182119041738701,1.0,0.0,0.0,0.0,0.7253588516746411,0.5949367088607596,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3663,0.2242109132234953,0.5399999999999999,1.0,0.21608081072692786,0.3307804396147197,1.0,0.0,0.0,0.0,0.4114832535885168,0.7215189873417722,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3826,0.348144328479453,0.1,1.0,0.543064462297026,0.22862682143739196,1.0,0.0,0.0,0.0,0.7272727272727273,0.8481012658227849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,0.5219354488039203,0.36000000000000004,0.0,0.35853552771147457,0.07125216102741418,0.0,0.0,0.0,0.0,0.44401913875598087,0.6329113924050633,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3568,0.3383261833928337,0.07999999999999999,1.0,0.4911139350439526,0.1591800444554211,1.0,0.0,1.0,0.0,0.4688995215311005,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
191,0.03361815563997084,0.13999999999999999,0.0,0.7278760373341113,0.09310940973079773,1.0,0.0,1.0,0.0,0.9473684210526316,0.4810126582278481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
104,0.40502265819802474,0.22,0.0,0.37063258950533995,0.21462336379352928,1.0,0.0,0.0,0.0,0.24880382775119617,0.31645569620253167,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3396,0.1214187121273671,0.18,0.0,0.4828814285897596,0.037211657199308475,1.0,0.0,0.0,0.0,0.3253588516746412,0.379746835443038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1851,0.383010589181497,0.1,0.0,0.6152625201259476,0.01969375154359101,0.0,0.0,0.0,0.0,0.507177033492823,0.5316455696202532,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,0.5100271724848939,0.26,0.0,0.2583515661404183,0.49123240306248456,1.0,0.0,0.0,0.0,0.3789473684210526,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3661,0.23002379484919988,0.26,0.0,0.37975773753326036,0.367745122252408,1.0,0.0,0.0,0.0,0.3177033492822967,0.5063291139240507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2813,0.8732931006614404,0.16,0.0,0.4967577086915773,0.11336132378365028,1.0,0.0,0.0,0.0,0.631578947368421,0.4556962025316456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2234,0.3838570142249358,0.24000000000000002,0.0,0.37067946497213855,0.24277599407261052,1.0,0.0,0.0,0.0,0.5033492822966507,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2632,0.38903648655718026,0.019999999999999997,0.0,0.5354648091786791,0.016255865645838478,0.0,0.0,1.0,0.0,0.5033492822966507,0.25316455696202533,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3506,0.21440992762001354,0.30000000000000004,0.0,0.3022669357853347,0.19362805631020005,1.0,0.0,0.0,0.0,0.20861244019138755,0.31645569620253167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3054,0.3491101847518685,0.16,0.0,0.6114805534156798,0.12077056063225489,1.0,0.0,0.0,0.0,1.0,0.7848101265822786,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2415,0.4417107659237969,0.12,0.0,0.48239864488726325,0.1985675475426031,1.0,1.0,0.0,0.0,0.6775119617224881,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,0.33532846920495807,0.4,0.0,0.24408516340412456,0.41960978019264017,1.0,0.0,1.0,0.0,0.4593301435406698,0.8607594936708861,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1809,0.28730090905413164,0.42000000000000004,1.0,0.3091545794388617,0.3701185477895777,1.0,0.0,0.0,0.0,0.4708133971291866,0.759493670886076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,0.1671320656008799,0.019999999999999997,0.0,0.5252865549499655,0.041244751790565574,1.0,0.0,0.0,0.0,0.430622009569378,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1923,0.46892794214417766,0.46,0.0,0.42610783364362925,0.14793776241047174,1.0,0.0,0.0,0.0,0.5033492822966507,0.40506329113924056,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3910,0.21440992762001354,0.060000000000000005,0.0,0.5379249525896339,0.06643615707582119,1.0,0.0,0.0,0.0,0.3827751196172249,0.5063291139240507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2172,0.36679645846244036,0.019999999999999997,0.0,0.6566138560019106,0.010125957026426277,1.0,0.0,0.0,0.0,0.8038277511961722,0.7848101265822786,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1653,0.08326786685269916,0.32,0.0,0.21130388993304705,0.24895035811311436,1.0,0.0,0.0,0.0,0.36555023923444974,0.5063291139240507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3365,0.31065194990252554,0.28,0.0,0.09439209049025932,0.5142529019510991,1.0,1.0,0.0,0.0,0.1971291866028708,0.3417721518987342,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
995,0.17691899655902077,0.1,0.0,0.543064462297026,0.1059520869350457,1.0,0.0,0.0,0.0,0.5263157894736842,0.5949367088607596,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1507,0.45468524869319005,0.26,0.0,0.28758612160591035,0.325759446776982,1.0,0.0,0.0,0.0,0.4401913875598086,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3211,0.1419789092579702,0.060000000000000005,0.0,0.43584407300421923,0.15069646826376884,1.0,0.0,0.0,0.0,0.21818181818181817,0.31645569620253167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3065,0.33532846920495807,0.24000000000000002,0.0,0.1367875773939229,0.3949123240306249,1.0,0.0,0.0,0.0,0.3253588516746412,0.379746835443038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1237,0.5100271724848939,0.07999999999999999,0.0,0.6798970194963996,0.0985428500864411,1.0,0.0,0.0,0.0,1.0,0.5063291139240507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,0.4417107659237969,0.060000000000000005,1.0,0.6318938240639942,0.04794517164732033,1.0,0.0,0.0,0.0,0.6411483253588517,0.4810126582278481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690,0.08326786685269916,0.26,0.0,0.11691783471330708,0.4072610521116325,1.0,0.0,0.0,0.0,0.09952153110047848,0.2278481012658228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,0.5219354488039203,0.12,0.0,0.467760938462902,0.12743887379599902,1.0,0.0,0.0,0.0,0.5837320574162679,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1037,0.6041081007119891,0.07999999999999999,1.0,0.46240390886739613,0.11556186712768586,1.0,0.0,0.0,0.0,0.33684210526315794,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3877,0.46892794214417766,0.38,0.0,0.15456211077217397,0.4699802420350704,1.0,0.0,0.0,0.0,0.21818181818181817,0.31645569620253167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,0.3103723043425406,0.42000000000000004,0.0,0.42269901469840554,0.24054334403556435,0.0,0.0,0.0,0.0,0.6124401913875598,0.5822784810126582,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1761,0.2722365829020035,0.36000000000000004,0.0,0.18518034234022007,0.2480735984193628,1.0,0.0,0.0,0.0,0.25071770334928234,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2195,0.0,0.18,1.0,0.3610352418421756,0.22752531489256608,1.0,0.0,0.0,0.0,0.461244019138756,0.4810126582278481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,0.14630136502130586,0.28,1.0,0.32692071317661386,0.3035317362311682,1.0,0.0,0.0,0.0,0.4401913875598086,0.4683544303797469,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3519,0.18467531535807247,0.28,0.0,0.5049902332691403,0.02123981229933317,1.0,0.0,0.0,0.0,0.44976076555023925,0.31645569620253167,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
3098,0.21633868821094637,0.26,1.0,0.1706414559932663,0.49123240306248456,1.0,0.0,0.0,0.0,0.30047846889952157,0.31645569620253167,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3770,0.18491517027111737,0.16,0.0,0.3841849596407598,0.31588046431217587,1.0,0.0,0.0,0.0,0.42105263157894735,0.44303797468354433,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1207,0.38796180642667366,0.4,0.0,0.432075366676425,0.10769325759446778,1.0,0.0,0.0,0.0,0.5358851674641149,0.7215189873417722,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
509,0.46892794214417766,0.32,0.0,0.3432580623223158,0.21462089404791307,1.0,0.0,0.0,0.0,0.4401913875598086,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
597,0.3184098860990714,0.26,1.0,0.2875707825197902,0.325759446776982,1.0,1.0,0.0,0.0,0.44976076555023925,0.4683544303797469,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3714,0.28261552276877033,0.13999999999999999,0.0,0.4540353159825905,0.09409730797727835,1.0,1.0,0.0,0.0,0.4114832535885168,0.4556962025316456,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
982,0.18090958699453452,0.019999999999999997,0.0,0.6200342775037804,0.0200049394912324,1.0,0.0,1.0,0.0,0.7023923444976077,0.43037974683544306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2078,0.2417694846169427,0.1,0.0,0.4746472462796756,0.19609780192640158,1.0,0.0,0.0,0.0,0.3827751196172249,0.5063291139240507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3525,0.5219354488039203,0.13999999999999999,0.0,0.5621869129913486,0.11336132378365028,1.0,0.0,0.0,0.0,0.8287081339712918,0.5063291139240507,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
518,0.6614050175238644,0.060000000000000005,0.0,0.5136451300738583,0.15116818967646334,1.0,0.0,0.0,0.0,0.6794258373205742,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1831,0.46892794214417766,0.1,0.0,0.48996216941372617,0.14793776241047174,1.0,0.0,0.0,1.0,0.507177033492823,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
768,0.01697929051287339,0.12,0.0,0.38148105286407685,0.16306742405532232,0.0,0.0,0.0,0.0,0.29856459330143537,0.25316455696202533,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2752,0.8467614855853549,0.12,0.0,0.7485635307405027,0.029607310447023957,1.0,0.0,0.0,0.0,0.8995215311004785,0.4810126582278481,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
421,0.4417107659237969,0.16,0.0,0.48763478131589966,0.002222771054581378,1.0,0.0,0.0,0.0,0.6392344497607655,0.379746835443038,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
